station_id,city_name,date,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,snow_depth_mm,avg_wind_dir_deg,avg_wind_speed_kmh,peak_wind_gust_kmh,avg_sea_level_pres_hpa,sunshine_total_min
,Imola,2021-04-18,Spring,6.5,3.3,10.0,2.8,596.7,139.8,11.0,30.6,1014.5,
,Sakhir,2022-03-20,Spring,21.4,17.5,25.8,,,307.0,18.5,,1012.4,
,Sakhir,2021-03-28,Spring,21.6,20.0,23.5,,,327.0,44.9,,1015.1,
,Al Daayen,2021-11-21,Autumn,26.8,24.5,29.9,,,97.0,16.7,,1013.6,
,Portimão,2021-05-02,Spring,14.2,8.2,18.8,1.3,,244.0,8.4,31.4,1018.5,
,Montmeló,2021-05-09,Spring,18.4,14.3,23.2,4.1,,190.6,15.0,37.4,1008.5,
,Monte-Carlo,2021-05-23,Spring,17.7,15.0,22.3,0.0,,14.0,16.8,48.2,1014.7,
,Baku,2021-06-06,Summer,18.1,14.6,23.2,25.0,,148.5,9.1,,1012.7,
,Spielberg,2021-06-27,Summer,21.5,14.6,28.7,0.4,,76.9,8.3,34.6,1015.6,
,Le Castellet,2021-06-20,Summer,19.9,16.3,25.4,7.5,,134.8,11.6,45.6,1008.6,
,Spielberg,2021-07-04,Summer,19.2,15.9,24.3,6.9,,242.0,7.7,21.9,1012.2,
12843,Budapest,2021-08-01,Summer,22.9,18.5,29.9,1.5,,29.0,9.2,54.0,1007.5,
,Spa,2021-08-29,Summer,15.2,12.9,17.0,2.9,,339.0,12.2,,1021.5,
,Zandvoort,2021-09-05,Autumn,16.8,11.6,22.9,0.0,0.0,50.8,10.0,24.6,1021.3,
,Monza,2021-09-12,Autumn,19.6,15.4,24.0,0.6,,189.2,8.8,25.2,1016.7,
,Sochi,2021-09-26,Autumn,8.8,5.4,12.4,2.9,41.0,189.4,13.1,28.2,1014.2,
,Istanbul,2021-10-10,Autumn,18.2,10.3,25.2,0.1,,167.6,6.0,18.8,1019.3,
72254,Austin,2021-10-24,Autumn,24.3,21.1,30.6,0.0,0.0,154.0,5.4,,1010.1,
,Mexico City,2021-11-07,Autumn,19.1,11.1,27.4,0.2,,187.0,7.6,16.7,1019.1,
83780,São Paulo,2021-11-14,Spring,17.1,13.7,24.0,0.0,,119.0,14.6,,1019.1,
,Jeddah,2021-12-05,Winter,18.4,10.9,26.3,0.0,,210.1,11.7,,1017.2,
41217,Abu Dhabi,2021-12-12,Winter,23.6,22.0,26.0,,,304.0,12.3,,1018.2,
,Jeddah,2022-03-27,Spring,17.8,10.9,24.6,0.0,,166.4,12.9,,1022.3,
95866,Melbourne,2022-04-10,Autumn,20.4,15.1,26.6,0.0,,349.0,18.9,,1017.1,
,Imola,2022-04-24,Spring,10.2,7.2,13.5,4.0,115.5,197.1,15.7,57.4,1007.6,
,Montmeló,2022-05-22,Spring,22.5,17.9,28.7,2.0,,204.9,12.0,33.1,1013.3,
,Monte-Carlo,2022-05-29,Spring,22.0,19.8,24.6,0.0,,150.0,17.1,37.0,1003.7,
,Baku,2022-06-12,Summer,20.4,13.5,28.3,17.7,,112.6,6.0,,1009.8,
,Montreal,2022-06-19,Summer,17.2,12.6,21.5,2.9,,236.1,16.1,42.3,1010.9,
,Spielberg,2022-07-10,Summer,17.6,15.1,21.6,1.4,,137.6,11.6,39.2,1020.0,
,Le Castellet,2022-07-24,Summer,25.1,16.4,33.5,0.0,,165.4,9.0,31.5,1016.9,
12843,Budapest,2022-07-31,Summer,18.7,16.8,20.8,15.0,,297.0,14.7,54.0,1013.1,
,Spa,2022-08-28,Summer,18.9,15.4,23.6,0.0,,38.0,15.0,,1020.0,
,Zandvoort,2022-09-04,Autumn,20.6,14.8,27.1,0.0,0.0,152.5,9.1,23.7,1016.8,
,Monza,2022-09-11,Autumn,19.8,15.5,23.9,0.2,,252.5,11.6,30.7,1016.4,
,Marina Bay,2022-10-02,Autumn,26.8,23.3,32.9,26.9,,1.0,6.5,,1009.5,
,Suzuka,2022-10-09,Autumn,17.3,14.2,19.5,10.0,,107.0,10.1,,1020.8,
72254,Austin,2022-10-23,Autumn,24.8,20.0,31.7,0.0,0.0,172.0,12.2,,1010.1,
,Mexico City,2022-10-30,Autumn,19.9,13.6,27.6,0.3,,193.2,7.6,14.8,1016.1,
83780,São Paulo,2022-11-13,Spring,21.7,19.0,30.0,0.0,,115.0,11.7,,1014.6,
41217,Abu Dhabi,2022-11-20,Autumn,27.6,26.0,30.2,0.0,,308.0,18.5,,1014.8,
,Sakhir,2023-03-05,Spring,25.5,19.9,30.5,0.0,,171.0,8.3,,1018.9,
,Jeddah,2023-03-19,Spring,20.5,15.3,26.1,0.0,,246.9,14.5,,1012.3,
95866,Melbourne,2023-04-02,Autumn,12.4,6.7,19.1,1.6,,194.0,8.3,,1020.5,
,Baku,2023-04-30,Spring,17.9,13.0,23.6,14.7,,187.9,11.6,,1007.0,
,Monte-Carlo,2023-05-28,Spring,21.8,18.4,24.5,0.0,,329.0,11.4,50.0,1014.2,
,Montmeló,2023-06-04,Summer,21.5,16.9,26.9,3.2,,140.2,9.0,24.5,1013.8,
,Montreal,2023-06-18,Summer,14.9,11.4,18.6,7.4,,137.7,15.0,135.9,1009.9,
,Spielberg,2023-07-02,Summer,19.5,16.1,23.9,1.5,,166.1,12.5,32.5,1011.1,
12843,Budapest,2023-07-23,Summer,23.7,15.7,29.9,0.0,,231.0,6.0,32.0,1016.2,
,Spa,2023-07-30,Summer,17.1,14.7,21.8,6.1,,231.0,14.7,,1012.9,
,Zandvoort,2023-08-27,Summer,15.2,12.8,17.9,3.2,,219.5,14.4,33.3,1009.2,
,Monza,2023-09-03,Autumn,18.0,14.9,21.6,,,220.6,10.6,28.5,1015.9,
